symbol,date,open,high,low,close,volume,daily_price_change,price_range,price_direction,year,month,daily_return_pct,volatility,trend
FRT,09-01-2014,103.64,103.67,102.2,103.32,276418,-0.32,1.47,Bearish,2014,Jan,-0.308761096,1.47,Bearish
FTI,09-01-2014,51.47,52.08,51.16,51.48,1028253,0.01,0.92,Bullish,2014,Jan,0.019428793,0.92,Bullish
F,09-01-2014,15.83,16.02,15.77,15.84,68016443,0.01,0.25,Bullish,2014,Jan,0.063171194,0.25,Bullish
GD,09-01-2014,95.02,95.97,94.99,95.23,1848516,0.21,0.98,Bullish,2014,Jan,0.221006104,0.98,Bullish
GE,09-01-2014,27.33,27.36,26.93,27.22,31319824,-0.11,0.43,Bearish,2014,Jan,-0.402488108,0.43,Bearish
GGP,09-01-2014,20.28,20.28,19.96,20.12,6419283,-0.16,0.32,Bearish,2014,Jan,-0.788954635,0.32,Bearish
GILD,09-01-2014,74.23,75.06,73.77,74.3,8833018,0.07,1.29,Bullish,2014,Jan,0.094301495,1.29,Bullish
GIS,09-01-2014,48.64,49.07,48.6,49,4565609,0.36,0.47,Bullish,2014,Jan,0.740131579,0.47,Bullish
GLW,09-01-2014,18.01,18.16,17.95,18,8262268,-0.01,0.21,Bearish,2014,Jan,-0.055524708,0.21,Bearish
GM,09-01-2014,40.88,40.94,40.28,40.49,9792633,-0.39,0.66,Bearish,2014,Jan,-0.954011742,0.66,Bearish
GOOGL,09-01-2014,572.2917,572.6821,563.3428,565.6851,4166963,-6.6066,9.3393,Bearish,2014,Jan,-1.154411291,9.3393,Bearish
GPC,09-01-2014,82.98,83.42,82.23,82.83,567455,-0.15,1.19,Bearish,2014,Jan,-0.18076645,1.19,Bearish
GPN,09-01-2014,32.94,34.225,32.885,33.52,7755664,0.58,1.34,Bullish,2014,Jan,1.760777171,1.34,Bullish
GPS,09-01-2014,39.21,39.47,38.615,39.42,6800312,0.21,0.855,Bullish,2014,Jan,0.535577659,0.855,Bullish
GRMN,09-01-2014,45.65,45.74,44.42,44.87,1079898,-0.78,1.32,Bearish,2014,Jan,-1.708652793,1.32,Bearish
GS,09-01-2014,179.08,179.08,176.61,177.4,2151647,-1.68,2.47,Bearish,2014,Jan,-0.938128211,2.47,Bearish
GT,09-01-2014,24.98,25.87,24.8,25.22,9064163,0.24,1.07,Bullish,2014,Jan,0.960768615,1.07,Bullish
GWW,09-01-2014,254.44,256.26,252.56,254.5,421054,0.06,3.7,Bullish,2014,Jan,0.023581198,3.7,Bullish
HAL,09-01-2014,50.17,50.18,49.19,49.61,7941738,-0.56,0.99,Bearish,2014,Jan,-1.116204903,0.99,Bearish
HAS,09-01-2014,53.83,53.8899,52.661,52.98,1750201,-0.85,1.2289,Bearish,2014,Jan,-1.579045142,1.2289,Bearish
HBAN,09-01-2014,9.8,9.87,9.73,9.77,10238262,-0.03,0.14,Bearish,2014,Jan,-0.306122449,0.14,Bearish
HBI,09-01-2014,17.075,17.525,16.94,17.4675,2805040,0.3925,0.585,Bullish,2014,Jan,2.298682284,0.585,Bullish
HCA,09-01-2014,50.55,51.02,50.245,50.9,2848268,0.35,0.775,Bullish,2014,Jan,0.692383778,0.775,Bullish
HCN,09-01-2014,54.07,54.22,53.5,54.02,1558330,-0.05,0.72,Bearish,2014,Jan,-0.092472721,0.72,Bearish
HCP,09-01-2014,37.75,37.82,37.13,37.41,3674615,-0.34,0.69,Bearish,2014,Jan,-0.900662252,0.69,Bearish
HD,09-01-2014,81.9,81.94,80.975,81.57,4966067,-0.33,0.965,Bearish,2014,Jan,-0.402930403,0.965,Bearish
HES,09-01-2014,81.87,82.16,80.86,81.34,2864205,-0.53,1.3,Bearish,2014,Jan,-0.647367778,1.3,Bearish
HIG,09-01-2014,35.75,35.83,35.42,35.78,3238013,0.03,0.41,Bullish,2014,Jan,0.083916084,0.41,Bullish
HII,09-01-2014,91.36,91.68,90.4,90.87,273994,-0.49,1.28,Bearish,2014,Jan,-0.536339755,1.28,Bearish
HOG,09-01-2014,69.85,70.04,68.81,69.19,842934,-0.66,1.23,Bearish,2014,Jan,-0.94488189,1.23,Bearish
HOLX,09-01-2014,22.16,22.1899,21.8,22.07,2216567,-0.09,0.3899,Bearish,2014,Jan,-0.406137184,0.3899,Bearish
HON,09-01-2014,90.89,91.44,90.25,90.47,1812595,-0.42,1.19,Bearish,2014,Jan,-0.46209704,1.19,Bearish
HP,09-01-2014,84.94,85.03,84.38,84.92,1223785,-0.02,0.65,Bearish,2014,Jan,-0.023546032,0.65,Bearish
HRB,09-01-2014,30.23,30.5,29.79,30.03,5053321,-0.2,0.71,Bearish,2014,Jan,-0.661594443,0.71,Bearish
HRL,09-01-2014,22.41,22.57,22.295,22.555,840458,0.145,0.275,Bullish,2014,Jan,0.647032575,0.275,Bullish
HRS,09-01-2014,68.26,68.59,67.81,68.37,716957,0.11,0.78,Bullish,2014,Jan,0.16114855,0.78,Bullish
HSIC,09-01-2014,58.96,59.26,58.485,58.765,895926,-0.195,0.775,Bearish,2014,Jan,-0.3307327,0.775,Bearish
HST,09-01-2014,19.3,19.35,18.98,19.3,7227955,0,0.37,Bearish,2014,Jan,0,0.37,Bearish
HSY,09-01-2014,97.79,98.03,97.205,97.64,829546,-0.15,0.825,Bearish,2014,Jan,-0.153389917,0.825,Bearish
HUM,09-01-2014,99.8,100.395,98.99,98.99,2261465,-0.81,1.405,Bearish,2014,Jan,-0.811623246,1.405,Bearish
IBM,09-01-2014,189.02,189.5,186.55,187.38,4322284,-1.64,2.95,Bearish,2014,Jan,-0.867633055,2.95,Bearish
ICE,09-01-2014,45.588,45.772,45.4,45.506,2715040,-0.082,0.372,Bearish,2014,Jan,-0.179871896,0.372,Bearish
IDXX,09-01-2014,54.175,54.545,53.735,54.49,329404,0.315,0.81,Bullish,2014,Jan,0.581449008,0.81,Bullish
IFF,09-01-2014,85.28,85.315,84.57,85.07,432080,-0.21,0.745,Bearish,2014,Jan,-0.246247655,0.745,Bearish
ILMN,09-01-2014,115.05,115.7525,114.26,114.8,1472816,-0.25,1.4925,Bearish,2014,Jan,-0.217296827,1.4925,Bearish
INCY,09-01-2014,55,56.26,54.29,56.17,1228253,1.17,1.97,Bullish,2014,Jan,2.127272727,1.97,Bullish
INTC,09-01-2014,25.42,25.55,25.25,25.31,20888496,-0.11,0.3,Bearish,2014,Jan,-0.432730134,0.3,Bearish
INTU,09-01-2014,76.8,77,76.32,76.63,1129974,-0.17,0.68,Bearish,2014,Jan,-0.221354167,0.68,Bearish
IPG,09-01-2014,17.53,17.58,17.26,17.4,5339560,-0.13,0.32,Bearish,2014,Jan,-0.741585853,0.32,Bearish
IP,09-01-2014,49.03,49.36,48.231,49.2,3628209,0.17,1.129,Bullish,2014,Jan,0.346726494,1.129,Bullish
IQV,09-01-2014,47.5,47.9,47.5,47.84,285426,0.34,0.4,Bullish,2014,Jan,0.715789474,0.4,Bullish
IRM,09-01-2014,28.22,28.3,27.49,28,2333352,-0.22,0.81,Bearish,2014,Jan,-0.779588944,0.81,Bearish
IR,09-01-2014,61.89,62.601,61.67,62.05,2148266,0.16,0.931,Bullish,2014,Jan,0.258523186,0.931,Bullish
ISRG,09-01-2014,126.9565,129.9499,126.5699,128.9265,1676343,1.97,3.38,Bullish,2014,Jan,1.551712594,3.38,Bullish
ITW,09-01-2014,82.34,82.87,81.93,82.08,1783314,-0.26,0.94,Bearish,2014,Jan,-0.315763906,0.94,Bearish
IT,09-01-2014,69.87,70.04,69.55,70.03,232726,0.16,0.49,Bullish,2014,Jan,0.228996708,0.49,Bullish
IVZ,09-01-2014,36.71,36.72,35.96,36.04,3090378,-0.67,0.76,Bearish,2014,Jan,-1.825115772,0.76,Bearish
JBHT,09-01-2014,77.13,77.5,76.73,77.48,1069635,0.35,0.77,Bullish,2014,Jan,0.453779334,0.77,Bullish
JCI,09-01-2014,43.3194,43.5392,42.7749,42.9214,2030938,-0.398,0.7643,Bearish,2014,Jan,-0.918756954,0.7643,Bearish
JEC,09-01-2014,63.33,63.775,62.825,63.25,719958,-0.08,0.95,Bearish,2014,Jan,-0.126322438,0.95,Bearish
JNJ,09-01-2014,94.94,95.38,94.09,94.73,7952774,-0.21,1.29,Bearish,2014,Jan,-0.221192332,1.29,Bearish
JNPR,09-01-2014,22.94,22.95,22.52,22.83,12526506,-0.11,0.43,Bearish,2014,Jan,-0.47951177,0.43,Bearish
JPM,09-01-2014,58.98,59,58.33,58.76,13248583,-0.22,0.67,Bearish,2014,Jan,-0.373007799,0.67,Bearish
JWN,09-01-2014,60.71,61.61,60.39,61.49,2069783,0.78,1.22,Bullish,2014,Jan,1.284796574,1.22,Bullish
KEY,09-01-2014,13.64,13.84,13.64,13.76,16899827,0.12,0.2,Bullish,2014,Jan,0.879765396,0.2,Bullish
KIM,09-01-2014,20.24,20.27,19.96,20.27,3079700,0.03,0.31,Bullish,2014,Jan,0.148221344,0.31,Bullish
KLAC,09-01-2014,62.5,63.4965,62.25,62.49,1917029,-0.01,1.2465,Bearish,2014,Jan,-0.016,1.2465,Bearish
KMB,09-01-2014,103.5,104.1,103.31,103.73,1451270,0.23,0.79,Bullish,2014,Jan,0.222222222,0.79,Bullish
KMI,09-01-2014,36.18,36.265,35.765,35.91,5884168,-0.27,0.5,Bearish,2014,Jan,-0.746268657,0.5,Bearish
KMX,09-01-2014,45.35,45.7,44.97,45.1,2434251,-0.25,0.73,Bearish,2014,Jan,-0.551267916,0.73,Bearish
KORS,09-01-2014,78.06,79.1,77.56,78.59,3407674,0.53,1.54,Bullish,2014,Jan,0.678964899,1.54,Bullish
KO,09-01-2014,39.95,40,39.52,39.73,14074835,-0.22,0.48,Bearish,2014,Jan,-0.55068836,0.48,Bearish
KR,09-01-2014,19.53,19.7325,19.485,19.68,7513648,0.15,0.2475,Bullish,2014,Jan,0.768049155,0.2475,Bullish
KSS,09-01-2014,55.22,55.73,54.89,55.56,2298112,0.34,0.84,Bullish,2014,Jan,0.615718942,0.84,Bullish
KSU,09-01-2014,117.36,117.85,115.24,116.6,1068164,-0.76,2.61,Bearish,2014,Jan,-0.647580095,2.61,Bearish
K,09-01-2014,60.22,60.47,59.84,60.28,1530223,0.06,0.63,Bullish,2014,Jan,0.099634673,0.63,Bullish
LB,09-01-2014,58,58.5,56.76,57.75,5286200,-0.25,1.74,Bearish,2014,Jan,-0.431034483,1.74,Bearish
LEG,09-01-2014,30.37,30.58,30.12,30.27,670519,-0.1,0.46,Bearish,2014,Jan,-0.329272308,0.46,Bearish
LEN,09-01-2014,37.9314,38.1667,37.1667,37.6667,2996370,-0.2647,1,Bearish,2014,Jan,-0.69783873,1,Bearish
LH,09-01-2014,91.71,93.49,91.572,92.57,1294830,0.86,1.918,Bullish,2014,Jan,0.937738524,1.918,Bullish
LKQ,09-01-2014,32.34,32.435,31.82,32.04,902164,-0.3,0.615,Bearish,2014,Jan,-0.927643785,0.615,Bearish
LLL,09-01-2014,106.91,107.4,106.05,106.29,660895,-0.62,1.35,Bearish,2014,Jan,-0.579927041,1.35,Bearish
LLY,09-01-2014,51.24,51.74,51.19,51.68,6355587,0.44,0.55,Bullish,2014,Jan,0.858704137,0.55,Bullish
LMT,09-01-2014,149,150.43,148.54,148.73,1646605,-0.27,1.89,Bearish,2014,Jan,-0.181208054,1.89,Bearish
LNC,09-01-2014,51.98,52.4,51.89,52.36,1566078,0.38,0.51,Bullish,2014,Jan,0.731050404,0.51,Bullish
LNT,09-01-2014,25.525,25.775,25.335,25.65,1172184,0.125,0.44,Bullish,2014,Jan,0.489715965,0.44,Bullish
LOW,09-01-2014,48.75,48.88,48.36,48.75,4941436,0,0.52,Bearish,2014,Jan,0,0.52,Bearish
LRCX,09-01-2014,54.03,54.85,54.012,54.2,1260788,0.17,0.838,Bullish,2014,Jan,0.314640015,0.838,Bullish
LUK,09-01-2014,27.96,28.07,27.58,27.91,853049,-0.05,0.49,Bearish,2014,Jan,-0.178826896,0.49,Bearish
LUV,09-01-2014,20.41,20.867,20.34,20.76,12104500,0.35,0.527,Bullish,2014,Jan,1.714845664,0.527,Bullish
LYB,09-01-2014,79.81,80.82,79.7809,80.48,3499584,0.67,1.0391,Bullish,2014,Jan,0.839493798,1.0391,Bullish
L,09-01-2014,46.83,46.93,46.38,46.81,923915,-0.02,0.55,Bearish,2014,Jan,-0.042707666,0.55,Bearish
MAA,09-01-2014,61.77,61.9,61.08,61.61,338617,-0.16,0.82,Bearish,2014,Jan,-0.259025417,0.82,Bearish
MAC,09-01-2014,59.05,59.3,58.32,58.82,763845,-0.23,0.98,Bearish,2014,Jan,-0.389500423,0.98,Bearish
MAR,09-01-2014,49.13,49.21,48.81,48.99,1263920,-0.14,0.4,Bearish,2014,Jan,-0.284958274,0.4,Bearish
MAS,09-01-2014,23.1,23.28,22.8,23.12,2471398,0.02,0.48,Bullish,2014,Jan,0.086580087,0.48,Bullish
MAT,09-01-2014,45.86,46.1,45.45,45.49,3631889,-0.37,0.65,Bearish,2014,Jan,-0.806803314,0.65,Bearish
MA,09-01-2014,84,84.424,83.625,84.36,7212580,0.36,0.799,Bullish,2014,Jan,0.428571429,0.799,Bullish
MCD,09-01-2014,96.24,96.35,95.25,95.46,7712713,-0.78,1.1,Bearish,2014,Jan,-0.810473815,1.1,Bearish
MCHP,09-01-2014,45.28,45.5,44.87,45.22,1431720,-0.06,0.63,Bearish,2014,Jan,-0.132508834,0.63,Bearish
MCK,09-01-2014,175.44,177,174.2,175.33,3846505,-0.11,2.8,Bearish,2014,Jan,-0.062699498,2.8,Bearish
MCO,09-01-2014,76.46,76.6,75.48,76.56,957632,0.1,1.12,Bullish,2014,Jan,0.13078734,1.12,Bullish
MDLZ,09-01-2014,34.58,35.4,34.55,35.36,10606443,0.78,0.85,Bullish,2014,Jan,2.255639098,0.85,Bullish
MDT,09-01-2014,58,59.74,57.92,59.36,8137050,1.36,1.82,Bullish,2014,Jan,2.344827586,1.82,Bullish
MET,09-01-2014,54.24,54.67,54.11,54.55,5320262,0.31,0.56,Bullish,2014,Jan,0.571533923,0.56,Bullish
MGM,09-01-2014,24.9,24.99,24.43,24.98,13704403,0.08,0.56,Bullish,2014,Jan,0.321285141,0.56,Bullish
MHK,09-01-2014,148.12,148.31,145.58,146.03,751083,-2.09,2.73,Bearish,2014,Jan,-1.411018093,2.73,Bearish
MKC,09-01-2014,68.17,68.97,67.99,68.88,624501,0.71,0.98,Bullish,2014,Jan,1.041513862,0.98,Bullish
MLM,09-01-2014,103.38,105.17,102.08,105.01,721751,1.63,3.09,Bullish,2014,Jan,1.576707293,3.09,Bullish
MMC,09-01-2014,48.22,48.58,48.2,48.55,1479401,0.33,0.38,Bullish,2014,Jan,0.684363335,0.38,Bullish
MMM,09-01-2014,137.02,137.43,136.201,136.45,2539952,-0.57,1.229,Bearish,2014,Jan,-0.415997665,1.229,Bearish
MNST,09-01-2014,22.8866,22.9233,22.3603,22.5166,4117827,-0.37,0.563,Bearish,2014,Jan,-1.616666521,0.563,Bearish
MON,09-01-2014,115.08,115.3,111.02,111.89,4281832,-3.19,4.28,Bearish,2014,Jan,-2.771984706,4.28,Bearish
MOS,09-01-2014,47.28,47.31,46.03,46.13,3353111,-1.15,1.28,Bearish,2014,Jan,-2.432318105,1.28,Bearish
MO,09-01-2014,37.14,37.38,37.06,37.25,5976244,0.11,0.32,Bullish,2014,Jan,0.296176629,0.32,Bullish
MPC,09-01-2014,44.515,45.93,44.355,45.52,10665486,1.005,1.575,Bullish,2014,Jan,2.257665955,1.575,Bullish
MRK,09-01-2014,49.82,50,49.34,49.52,9328168,-0.3,0.66,Bearish,2014,Jan,-0.602167804,0.66,Bearish
MRO,09-01-2014,34.39,34.93,34.18,34.5,4378304,0.11,0.75,Bullish,2014,Jan,0.319860425,0.75,Bullish
MSFT,09-01-2014,35.88,35.91,35.4,35.53,36520448,-0.35,0.51,Bearish,2014,Jan,-0.975473802,0.51,Bearish
MSI,09-01-2014,66.16,66.66,66.08,66.5,954551,0.34,0.58,Bullish,2014,Jan,0.513905683,0.58,Bullish
MS,09-01-2014,31.66,31.74,31.36,31.55,7322294,-0.11,0.38,Bearish,2014,Jan,-0.347441567,0.38,Bearish
MTB,09-01-2014,116.38,116.85,115.99,116.52,1795766,0.14,0.86,Bullish,2014,Jan,0.120295583,0.86,Bullish
MTD,09-01-2014,250.05,251.22,248.59,249.5,161344,-0.55,2.63,Bearish,2014,Jan,-0.219956009,2.63,Bearish
MU,09-01-2014,23.6,23.71,22.91,23.24,42829964,-0.36,0.8,Bearish,2014,Jan,-1.525423729,0.8,Bearish
MYL,09-01-2014,44.83,45.28,44.445,45.1,3081299,0.27,0.835,Bullish,2014,Jan,0.602275262,0.835,Bullish
M,09-01-2014,55.15,56.25,54.79,55.8,14735922,0.65,1.46,Bullish,2014,Jan,1.178603808,1.46,Bullish
NBL,09-01-2014,66.39,66.86,64.43,65.35,2735723,-1.04,2.43,Bearish,2014,Jan,-1.566500979,2.43,Bearish
NCLH,09-01-2014,34.25,34.85,34.21,34.72,591254,0.47,0.64,Bullish,2014,Jan,1.372262774,0.64,Bullish
NDAQ,09-01-2014,40.48,40.74,40.15,40.24,833217,-0.24,0.59,Bearish,2014,Jan,-0.592885375,0.59,Bearish
NEE,09-01-2014,85.57,86.21,84.92,86.02,2067302,0.45,1.29,Bullish,2014,Jan,0.52588524,1.29,Bullish
NEM,09-01-2014,23.29,23.41,23.1201,23.2,7143876,-0.09,0.2899,Bearish,2014,Jan,-0.386431945,0.2899,Bearish
NFLX,09-01-2014,48.8242,49.14,47.8571,48.15,17017301,-0.6742,1.2829,Bearish,2014,Jan,-1.3808726,1.2829,Bearish
NFX,09-01-2014,24.34,24.9,24.33,24.77,3271746,0.43,0.57,Bullish,2014,Jan,1.766639277,0.57,Bullish
NI,09-01-2014,32.95,33.17,32.81,33.09,1874354,0.14,0.36,Bullish,2014,Jan,0.424886191,0.36,Bullish
NKE,09-01-2014,38.71,38.73,38.38,38.545,6263454,-0.165,0.35,Bearish,2014,Jan,-0.426246448,0.35,Bearish
NLSN,09-01-2014,45.03,45.03,44.08,44.31,2565038,-0.72,0.95,Bearish,2014,Jan,-1.598934044,0.95,Bearish
NOC,09-01-2014,115.5,116.27,115.25,115.63,1931232,0.13,1.02,Bullish,2014,Jan,0.112554113,1.02,Bullish
NOV,09-01-2014,78.27,78.27,77.01,77.77,3380948,-0.5,1.26,Bearish,2014,Jan,-0.638814361,1.26,Bearish
NRG,09-01-2014,28.49,28.58,27.82,28.07,4994721,-0.42,0.76,Bearish,2014,Jan,-1.474201474,0.76,Bearish
NSC,09-01-2014,90.3,91.375,90.055,91.31,1451243,1.01,1.32,Bullish,2014,Jan,1.118493909,1.32,Bullish
NTAP,09-01-2014,40.98,41.14,40.51,40.65,3477305,-0.33,0.63,Bearish,2014,Jan,-0.805270864,0.63,Bearish
NTRS,09-01-2014,62.16,62.38,61.29,61.49,909445,-0.67,1.09,Bearish,2014,Jan,-1.077863578,1.09,Bearish
NUE,09-01-2014,53.32,53.36,52.52,52.74,1684222,-0.58,0.84,Bearish,2014,Jan,-1.087771943,0.84,Bearish
NVDA,09-01-2014,16.11,16.14,15.7,15.75,7305079,-0.36,0.44,Bearish,2014,Jan,-2.234636872,0.44,Bearish
NWL,09-01-2014,32.14,32.18,31.745,31.92,1502029,-0.22,0.435,Bearish,2014,Jan,-0.684505289,0.435,Bearish
NWSA,09-01-2014,17.38,17.48,17.27,17.34,2852717,-0.04,0.21,Bearish,2014,Jan,-0.230149597,0.21,Bearish
NWS,09-01-2014,17.33,17.47,17.2,17.3,594248,-0.03,0.27,Bearish,2014,Jan,-0.173110214,0.27,Bearish
OKE,09-01-2014,63.26,63.6399,63.01,63.39,1253091,0.13,0.6299,Bullish,2014,Jan,0.205501107,0.6299,Bullish
OMC,09-01-2014,72.64,73.28,72.2,72.24,1635705,-0.4,1.08,Bearish,2014,Jan,-0.550660793,1.08,Bearish
ORCL,09-01-2014,37.85,37.85,37.46,37.65,13623514,-0.2,0.39,Bearish,2014,Jan,-0.528401585,0.39,Bearish
ORLY,09-01-2014,133.22,133.82,132.32,132.49,606218,-0.73,1.5,Bearish,2014,Jan,-0.547965771,1.5,Bearish
OXY,09-01-2014,94.84,95.12,94.065,94.84,3147857,0,1.055,Bearish,2014,Jan,0,1.055,Bearish
O,09-01-2014,37.69,37.82,37.3,37.78,1505843,0.09,0.52,Bullish,2014,Jan,0.23879013,0.52,Bullish
PAYX,09-01-2014,44.5,44.81,44.45,44.53,2789993,0.03,0.36,Bullish,2014,Jan,0.06741573,0.36,Bullish
PBCT,09-01-2014,15.49,15.7,15.44,15.59,5344053,0.1,0.26,Bullish,2014,Jan,0.645577792,0.26,Bullish
PCAR,09-01-2014,59.09,59.24,58.24,59,1054496,-0.09,1,Bearish,2014,Jan,-0.152310036,1,Bearish
PCG,09-01-2014,40.07,40.16,39.78,40.07,1884224,0,0.38,Bearish,2014,Jan,0,0.38,Bearish
PCLN,09-01-2014,1157.95,1162.83,1144.25,1153.69,474847,-4.26,18.58,Bearish,2014,Jan,-0.367891532,18.58,Bearish
PDCO,09-01-2014,40.16,41.33,40.1,41.29,935964,1.13,1.23,Bullish,2014,Jan,2.81374502,1.23,Bullish
PEG,09-01-2014,31.62,31.92,31.58,31.72,7099398,0.1,0.34,Bullish,2014,Jan,0.316255534,0.34,Bullish
PEP,09-01-2014,83.34,83.39,82.37,82.85,4565939,-0.49,1.02,Bearish,2014,Jan,-0.587952964,1.02,Bearish
PFE,09-01-2014,31.08,31.12,30.605,30.93,20581507,-0.15,0.515,Bearish,2014,Jan,-0.482625483,0.515,Bearish
PFG,09-01-2014,49.47,49.83,49.19,49.79,1178255,0.32,0.64,Bullish,2014,Jan,0.646856681,0.64,Bullish
PGR,09-01-2014,25.83,25.965,25.505,25.9,6197031,0.07,0.46,Bullish,2014,Jan,0.27100271,0.46,Bullish
PG,09-01-2014,80.54,80.8,80.03,80.42,10839420,-0.12,0.77,Bearish,2014,Jan,-0.148994289,0.77,Bearish
PHM,09-01-2014,19.87,19.9,19.47,19.79,5207627,-0.08,0.43,Bearish,2014,Jan,-0.402617011,0.43,Bearish
PH,09-01-2014,127.68,128.488,126.32,126.93,749661,-0.75,2.168,Bearish,2014,Jan,-0.587406015,2.168,Bearish
PKG,09-01-2014,63.29,63.5,62.32,63.41,618600,0.12,1.18,Bullish,2014,Jan,0.189603413,1.18,Bullish
PKI,09-01-2014,42.95,43.48,42.84,43.43,957648,0.48,0.64,Bullish,2014,Jan,1.11757858,0.64,Bullish
PLD,09-01-2014,37.72,37.74,36.77,37.2,2916914,-0.52,0.97,Bearish,2014,Jan,-1.378579003,0.97,Bearish
PM,09-01-2014,83.25,83.63,82.61,83.31,6690090,0.06,1.02,Bullish,2014,Jan,0.072072072,1.02,Bullish
PNC,09-01-2014,78.95,79.29,78.65,79.19,3017771,0.24,0.64,Bullish,2014,Jan,0.303989867,0.64,Bullish
PNR,09-01-2014,77.44,77.87,77.1,77.31,900465,-0.13,0.77,Bearish,2014,Jan,-0.167871901,0.77,Bearish
PNW,09-01-2014,52.34,52.64,52.05,52.52,908559,0.18,0.59,Bullish,2014,Jan,0.343905235,0.59,Bullish
PPG,09-01-2014,94.855,95.615,94.625,95.065,2365968,0.21,0.99,Bullish,2014,Jan,0.221390543,0.99,Bullish
PPL,09-01-2014,29.7,29.765,29.58,29.7,5216716,0,0.185,Bearish,2014,Jan,0,0.185,Bearish
PRGO,09-01-2014,158.2,158.99,157.046,158.95,949197,0.75,1.944,Bullish,2014,Jan,0.474083439,1.944,Bullish
PRU,09-01-2014,91.19,91.91,90.8,91.23,1676967,0.04,1.11,Bullish,2014,Jan,0.043864459,1.11,Bullish
PSA,09-01-2014,151.49,153.11,150.31,153.05,978827,1.56,2.8,Bullish,2014,Jan,1.029770942,2.8,Bullish
PSX,09-01-2014,77.01,78.25,76.884,78.13,4197844,1.12,1.366,Bullish,2014,Jan,1.454356577,1.366,Bullish
PVH,09-01-2014,133.05,133.6,131.67,133.02,996239,-0.03,1.93,Bearish,2014,Jan,-0.022547914,1.93,Bearish
PWR,09-01-2014,31.49,31.945,31.34,31.79,3052944,0.3,0.605,Bullish,2014,Jan,0.952683392,0.605,Bullish
PXD,09-01-2014,175.41,176.73,167.846,171.52,2404321,-3.89,8.884,Bearish,2014,Jan,-2.217661479,8.884,Bearish
PX,09-01-2014,131,131.22,130.53,131,1664971,0,0.69,Bearish,2014,Jan,0,0.69,Bearish
QCOM,09-01-2014,74.0371,74.1,73.68,73.91,9276238,-0.1271,0.42,Bearish,2014,Jan,-0.171670689,0.42,Bearish
RCL,09-01-2014,46.87,47.81,46.65,47.64,2400378,0.77,1.16,Bullish,2014,Jan,1.642841903,1.16,Bullish
REGN,09-01-2014,275.64,275.64,266.41,267.62,890298,-8.02,9.23,Bearish,2014,Jan,-2.909592222,9.23,Bearish
REG,09-01-2014,47.01,47.21,46.295,47.05,337799,0.04,0.915,Bullish,2014,Jan,0.085088279,0.915,Bullish
RE,09-01-2014,148.92,149.49,147.51,148.3,669710,-0.62,1.98,Bearish,2014,Jan,-0.416330916,1.98,Bearish
RF,09-01-2014,10.27,10.455,10.27,10.45,33898069,0.18,0.185,Bullish,2014,Jan,1.752677702,0.185,Bullish
RHI,09-01-2014,41.13,41.28,40.6301,40.93,852423,-0.2,0.6499,Bearish,2014,Jan,-0.486263068,0.6499,Bearish
RHT,09-01-2014,57.21,57.965,56.93,57.29,1719791,0.08,1.035,Bullish,2014,Jan,0.139835693,1.035,Bullish
RJF,09-01-2014,53.75,53.83,53.25,53.4,871644,-0.35,0.58,Bearish,2014,Jan,-0.651162791,0.58,Bearish
RL,09-01-2014,173.25,173.26,170.46,172.88,649857,-0.37,2.8,Bearish,2014,Jan,-0.213564214,2.8,Bearish
RMD,09-01-2014,47.64,48.33,47.34,47.82,1250860,0.18,0.99,Bullish,2014,Jan,0.377833753,0.99,Bullish
ROK,09-01-2014,116.75,117.33,115.03,116.43,537728,-0.32,2.3,Bearish,2014,Jan,-0.274089936,2.3,Bearish
ROP,09-01-2014,139.26,140.32,139.18,139.54,489188,0.28,1.14,Bullish,2014,Jan,0.20106276,1.14,Bullish
ROST,09-01-2014,36.945,37.34,36.86,37.325,4386992,0.38,0.48,Bullish,2014,Jan,1.028555962,0.48,Bullish
RRC,09-01-2014,82.56,83.05,80.46,81.23,1607259,-1.33,2.59,Bearish,2014,Jan,-1.610949612,2.59,Bearish
RSG,09-01-2014,32.59,32.67,32.35,32.36,2325631,-0.23,0.32,Bearish,2014,Jan,-0.705737956,0.32,Bearish
RTN,09-01-2014,89.54,90.28,89.24,90,1713785,0.46,1.04,Bullish,2014,Jan,0.513736877,1.04,Bullish
SBAC,09-01-2014,89.35,89.39,87.67,87.84,906730,-1.51,1.72,Bearish,2014,Jan,-1.689983212,1.72,Bearish
SBUX,09-01-2014,39.035,39.05,38.4,38.8,8370276,-0.235,0.65,Bearish,2014,Jan,-0.602023825,0.65,Bearish
SCG,09-01-2014,45.91,46.07,45.63,46.02,935250,0.11,0.44,Bullish,2014,Jan,0.239599216,0.44,Bullish
SCHW,09-01-2014,25.92,26.06,25.71,25.85,4103002,-0.07,0.35,Bearish,2014,Jan,-0.270061728,0.35,Bearish
SEE,09-01-2014,34.06,34.3,33.64,33.75,1563969,-0.31,0.66,Bearish,2014,Jan,-0.910158544,0.66,Bearish
SHW,09-01-2014,189.6,189.93,188.071,188.87,681404,-0.73,1.859,Bearish,2014,Jan,-0.385021097,1.859,Bearish
SIG,09-01-2014,74.34,75.695,73.2,73.63,3129335,-0.71,2.495,Bearish,2014,Jan,-0.955071294,2.495,Bearish
